# GENERATED by scripts/sk_sentence_census.py -- do not edit.
# Land rows under metadata/sk-census-rows/ and regenerate with --merge.
# Manuscript simple_kazhdan_sofic_group.tex at commit 22cdba8cb8a062eb4cb974524f6733ccbe1af69f, SHA-256 0930d88f5f13255ec380a1b428c197182f4820addf7a38128f9282ea0b8a2fc5, md5 d41890ab34d9442fc380f4f27993220d
key	line	end	section	env	label	status	decls	sentence
86b1b005fc2a	647	650	The word problem of the host	proof	lem:halfline	formalized	GroupApproximation.Full.SK11.halflineA_solvable GroupApproximation.Full.SK11.halflineA GroupApproximation.Full.SKRoot.lem_halfline GroupApproximation.LevelShiftDelta.shiftPair GroupApproximation.LevelShiftDelta.hLetters GroupApproximation.LevelShiftDelta.valueWord GroupApproximation.LevelShiftDelta.isLevelForm_gValue GroupApproximation.SimpleKazhdanSofic.LevelShiftDeltaWordProblem.primrec_shiftPair GroupApproximation.SimpleKazhdanSofic.LevelShiftDeltaWordProblem.primrec_hLetters GroupApproximation.SimpleKazhdanSofic.LevelShiftDeltaWordProblem.primrec_valueWordAt	From a word in the $\beta^{\pm1}$ and $h_\gamma^{\pm1}$ one computes the exponent sum $\ell$ of $\beta$, the levels where $f$ changes, namely the exponent sums of $\beta$ before the letters $h_\gamma^{\pm1}$, and the values of $f$ there as words in $E$.
0b12bb409f63	650	652	The word problem of the host	proof	lem:halfline	formalized	GroupApproximation.Full.SK11.halflineA_solvable GroupApproximation.Full.SK11.halflineA GroupApproximation.Full.SKRoot.lem_halfline GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineB.manuscriptSentence_halflineDeltaWordProblem	It is trivial if and only if $\ell=0$ and these values are trivial in $\Gamma$, so the word problem of $\Delta$ is Turing reducible to that of $\Gamma$.
683079e32788	652	652	The word problem of the host	proof	lem:halfline	structural	GroupApproximation.Full.SK11.halflineB GroupApproximation.Full.SKRoot.lem_halfline GroupApproximation.SimpleKazhdanSofic.HalflineA.manuscriptSentence_halflineEmbedding	This proves~(a).
3c71f1b21217	654	657	The word problem of the host	proof	lem:halfline	formalized	GroupApproximation.Full.SK11.halflineB GroupApproximation.Full.SKRoot.lem_halfline GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineB.manuscriptSentence_halflineLambdaWordProblem	For~(b), an element $x\mapsto\delta x+c$ of $\Lambda$ is given by a word for $\delta$ and words for the points of $\operatorname{supp}c$, so an oracle for the word problem of $\Delta$ decides equality in $\Lambda$ and computes the values of $c$.
7bfa078c0bed	657	661	The word problem of the host	proof	lem:halfline	formalized	GroupApproximation.Full.SK11.halflineB GroupApproximation.Full.SKRoot.lem_halfline GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineB.manuscriptSentence_hostWordMultipliesOut	A word in the generators of $G_\Delta$ multiplies out to a matrix with entries $\sum_\xi p_\xi u_\xi$, where each $p_\xi$ is a polynomial over $\F_2$ in finitely many coordinates $x(\delta)$, as $u_\xi e_Uu_\xi^{-1}$ is the indicator of $\{x:x(\delta)=1+c(\delta)\}$ for $\xi\colon x\mapsto\delta x+c$.
e3cd35e16e2f	661	664	The word problem of the host	proof	lem:halfline	formalized	GroupApproximation.Full.SK11.halflineB GroupApproximation.Full.SKRoot.lem_halfline GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineB.manuscriptSentence_hostTrivialityCriterion	After collecting equal $\xi$ and equal coordinates, the word is trivial if and only if every coefficient of its difference from $I_3$ vanishes at every assignment of its finitely many variables, as $\Omega$ is the full shift.
dfa561ecfaa5	665	665	The word problem of the host	proof	lem:halfline	formalized	GroupApproximation.Full.SK11.halflineB GroupApproximation.Full.SK11.halflineB_solvable GroupApproximation.Full.SKRoot.lem_halfline GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineB.manuscriptSentence_hostWordProblemReduction	So the word problem of $G_\Delta$ is Turing reducible to that of $\Delta$.
220c5bae8ae9	669	669	The word problem of the host	proof	lem:halfline	structural	GroupApproximation.Full.SK12.corLef_hostWithSameTuringDegree GroupApproximation.Full.SKRoot.lem_halfline	Let $\Gamma$ be a finitely generated LEF group.
854c69bf6b59	669	672	The word problem of the host	proof	lem:halfline	formalized	GroupApproximation.Full.SK12.corLef_hostWithSameTuringDegree GroupApproximation.Full.SKRoot.lem_halfline	By Lemmas~\ref{lem:halfline} and~\ref{lem:host}, $\Gamma$ is a subgroup of a group $G_\Delta$ as in Corollary~\ref{cor:lef} whose word problem is Turing reducible to that of $\Gamma$.
edd233afbf7b	672	675	The word problem of the host	proof	lem:halfline	formalized	GroupApproximation.Full.SK12.corLef_hostWithSameTuringDegree GroupApproximation.Full.SK13.wp_reduces_under_embedding GroupApproximation.Full.SKRoot.lem_halfline GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineB.manuscriptSentence_corLefSubstitution	Conversely, a word in the generators of $\Gamma$ becomes a word in the generators of $G_\Delta$ by substitution, and it is trivial in $\Gamma$ if and only if its image is trivial in $G_\Delta$, so the word problem of $\Gamma$ reduces to that of $G_\Delta$.
2864647b9987	676	678	The word problem of the host	proof	lem:halfline	formalized	GroupApproximation.Full.SK12.corLef_solvableWordProblemIffSubgroupOfHost GroupApproximation.Full.SK12.corLef_lefSolvableWordProblemIffSubgroupOfHost GroupApproximation.Full.SKRoot.lem_halfline GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineB.manuscriptSentence_corLefHeredity	The last statement follows, as finitely generated subgroups of groups with solvable word problem have solvable word problem and LEF passes to subgroups.
d8731f9b0b15	684	687	Word problems	corollary	cor:wp	formalized	GroupApproximation.Full.SK13.wp_degree_eq_language GroupApproximation.Full.SK13.wp_solvable_iff_recursive GroupApproximation.Full.SK13.corollary GroupApproximation.Full.SKRoot.cor_wp	The word problem of $G_X$ has the Turing degree of the language $L(X)$ of $X$, the set of words occurring in points of $X$, so $G_X$ has solvable word problem if and only if $L(X)$ is recursive, as for the Fibonacci subshift $X_{(3-\sqrt5)/2}$ below.
09c0f2ecb56e	687	689	Word problems	corollary	cor:wp	formalized	GroupApproximation.Full.SK13.every_degree GroupApproximation.Full.SK13.continuum_antichain GroupApproximation.Full.SK13.corollary GroupApproximation.Full.SKRoot.cor_wp	Every Turing degree is the degree of the word problem of some $G_X$, and there is a family of continuum many groups $G_X$, none of which embeds in another.
614923742ac7	693	696	Word problems	proof	cor:wp	formalized	GroupApproximation.Full.SK13.word_multiplies_out GroupApproximation.Full.SKRoot.cor_wp_proof	Multiplying out a word in the generators over $\LC(A^{\Z},\F_2)\rtimes\Z$, which maps onto $R$, with the rule $uf=(f\circ T^{-1})u$ gives a matrix with entries $\sum_jf_ju^j$, where each $f_j$ is given by a table on the words of some length.
5092adf162d8	696	698	Word problems	proof	cor:wp	formalized	GroupApproximation.Full.SK13.wp_reduces_to_language GroupApproximation.Full.SKRoot.cor_wp_proof GroupApproximation.SimpleKazhdanSofic.PrintedWordProblemReducesToLanguage GroupApproximation.SimpleKazhdanSofic.printedWordProblemReducesToLanguage GroupApproximation.CylinderTables.matEval_eq_one_iff_language GroupApproximation.CylinderTables.eval_eq_zero_iff_language GroupApproximation.CylinderTables.turingReducible_of_wordTables GroupApproximation.OracleTruthTable.turingReducible_of_truthTable	The word is trivial in $G_X$ if and only if the tables of its difference from $I_3$ vanish on $L(X)$, so $L(X)$ computes the word problem.
229c4a7b2e24	698	700	Word problems	proof	cor:wp	formalized	GroupApproximation.Full.SK13.language_reduces_to_wp GroupApproximation.Full.SKRoot.cor_wp_proof GroupApproximation.SimpleKazhdanSofic.PrintedLanguageReducesToWordProblem GroupApproximation.SimpleKazhdanSofic.printedLanguageReducesToWordProblem GroupApproximation.SimpleKazhdanSofic.LanguageReduction.cylinderWord GroupApproximation.SimpleKazhdanSofic.LanguageReduction.wordValue_cylinderWord_eq_one_iff GroupApproximation.SimpleKazhdanSofic.LanguageReduction.primrec_cylinderWord	Conversely, by~\eqref{eq:elementary} a word for $e_{12}(\prod_{t<m}u^{-t}e_{v_t}u^t)$ is computable from $v=v_0\cdots v_{m-1}$, and it is trivial if and only if $v\notin L(X)$.
5959e4fd6209	702	707	Word problems	proof	cor:wp	formalized	GroupApproximation.Full.SK13.sturmian_infinite_minimal GroupApproximation.Full.SK13.every_degree_sturmian GroupApproximation.Full.SKRoot.cor_wp_proof GroupApproximation.SimpleKazhdanSofic.sturmianCoding GroupApproximation.SimpleKazhdanSofic.sturmianSubshift GroupApproximation.SimpleKazhdanSofic.sturmianCoding_eq_floor_sub GroupApproximation.SimpleKazhdanSofic.PrintedSturmianSubshiftInfiniteIsMinimal GroupApproximation.SimpleKazhdanSofic.printedSturmianSubshiftInfiniteIsMinimal GroupApproximation.SimpleKazhdanSofic.printedSturmianSubshiftClosureOfCodings GroupApproximation.SimpleKazhdanSofic.PrintedSturmianCodingArc GroupApproximation.SimpleKazhdanSofic.printedSturmianCodingArc	For irrational $\alpha\in(0,1)$ let $X_\alpha$ be the infinite minimal Sturmian subshift, the closure of the codings $c(\theta)$, $\theta\in[0,1)$, with $c(\theta)_t=\lfloor\theta+(t+1)\alpha\rfloor-\lfloor\theta+t\alpha\rfloor$, which is $1$ exactly for $\theta$ in the arc $[-(t+1)\alpha,-t\alpha)$ modulo $1$~\cite{MorseHedlund,Hedlund44},~\cite[Chapter~2]{Lothaire}.
aa090b172df4	708	711	Word problems	proof	cor:wp	formalized	GroupApproximation.Full.SK13.sturmian_language_reduces_to_slope GroupApproximation.Full.SKRoot.cor_wp_proof GroupApproximation.SimpleKazhdanSofic.language_sturmianSubshift GroupApproximation.SimpleKazhdanSofic.PrintedSturmianEndpointsDetermineWords GroupApproximation.SimpleKazhdanSofic.printedSturmianEndpointsDetermineWords GroupApproximation.SimpleKazhdanSofic.PrintedSlopeComputesSturmianLanguage GroupApproximation.SimpleKazhdanSofic.SturmianComputability.printedSlopeComputesSturmianLanguage	Passing to the closure adds no words, so the words of length $m$ of $X_\alpha$ are the constant values of $c(\theta)_{[0,m)}$ on the arcs between the distinct points $-j\alpha\bmod1$, $0\le j\le m$, and $\alpha$ computes $L(X_\alpha)$.
4ee0770eb47c	711	712	Word problems	proof	cor:wp	formalized	GroupApproximation.Full.SK13.slope_reduces_to_sturmian_language GroupApproximation.Full.SK13.sturmian_language_equiv_slope GroupApproximation.Full.SKRoot.cor_wp_proof GroupApproximation.SimpleKazhdanSofic.PrintedSturmianOnesWithinOne GroupApproximation.SimpleKazhdanSofic.printedSturmianOnesWithinOne GroupApproximation.SimpleKazhdanSofic.PrintedSturmianLanguageComputesSlope GroupApproximation.SimpleKazhdanSofic.SturmianComputability.printedSturmianLanguageComputesSlope	Such a word has $\lfloor\theta+m\alpha\rfloor$ ones, within $1$ of $m\alpha$, so $L(X_\alpha)$ computes $\alpha$.
a686ac809830	712	715	Word problems	proof	cor:wp	formalized	GroupApproximation.Full.SK13.continued_fraction_representative GroupApproximation.Full.SKRoot.cor_wp_proof GroupApproximation.SimpleKazhdanSofic.PrintedContinuedFractionRepresentative GroupApproximation.SimpleKazhdanSofic.printedContinuedFractionRepresentative GroupApproximation.SimpleKazhdanSofic.ContinuedFractionOracle.charOracle_turingReducible_slopeOracle GroupApproximation.SimpleKazhdanSofic.ContinuedFractionOracle.slopeOracle_turingReducible_charOracle GroupApproximation.SimpleKazhdanSofic.ContinuedFractionExpansion.isContinuedFractionOf_tail GroupApproximation.SimpleKazhdanSofic.ContinuedFractionExpansion.irrational_tail	Every $D\subseteq\mathbb N$ has the degree of $[0;1+\chi_D(0),1+\chi_D(1),\dots]$, since each digit is decided by one strict comparison with a rational computed from earlier digits.
ebffe49fd098	716	719	Word problems	proof	cor:wp	formalized	GroupApproximation.Full.SK13.wp_reduces_under_embedding GroupApproximation.Full.SKRoot.cor_wp_proof	If a finitely generated group $H$ embeds in a finitely generated group $G$, a word for $H$ becomes a word for $G$ by substituting words in the generators of $G$ for the generators of $H$, so the word problem of $H$ reduces to that of $G$.
af3a1cf3d48e	719	721	Word problems	proof	cor:wp	formalized	GroupApproximation.Full.SK13.turing_antichain_continuum GroupApproximation.Full.SK13.continuum_antichain GroupApproximation.Full.SKRoot.cor_wp_proof GroupApproximation.SimpleKazhdanSofic.PrintedTuringAntichainContinuum GroupApproximation.SimpleKazhdanSofic.printedTuringAntichainContinuum GroupApproximation.OracleUse.exists_turing_antichain_continuum GroupApproximation.OracleUse.not_turingReducible_branchSet GroupApproximation.OracleUse.exists_diag GroupApproximation.OracleUse.mem_eval_of_agreeBelow GroupApproximation.SimpleKazhdanSofic.LEFCorollaries.manuscriptSentence_sacksAntichainGroups	By a construction of Sacks, the Turing degrees contain an antichain of size continuum~\cite[Chapter~V]{Odifreddi}, and the groups $G_{X_\alpha}$ with $\alpha$ of these degrees are as claimed.
e5932a45f053	724	726	Word problems		cor:wp	attribution	GroupApproximation.Full.SK13.wp_solvable_iff_recursive GroupApproximation.Full.SK13.wp_degree_eq_language GroupApproximation.Full.SK13.corollary GroupApproximation.Full.SKRoot.cor_wp	For derived topological full groups, Grigorchuk and Medynets proved that the word problem is solvable if and only if $L(X)$ is recursive~\cite[Theorem~1.1(3)]{GMpres}.
e19e0d3328ad	730	732	The finitely presented case		sec:questions	formalized	GroupApproximation.Full.SK14.printedGeneralNotFinitelyPresented GroupApproximation.Full.SK14.not_isFinitelyPresented_general GroupApproximation.Full.SK14.isResiduallyFinite_of_isFinitelyPresented_of_isLEF GroupApproximation.Full.SK14.not_isResiduallyFinite_of_isSimpleGroup_of_infinite GroupApproximation.Full.SKRoot.sec_questions GroupApproximation.Manuscript.SimpleKazhdanSofic.AbstractIntro.manuscriptSentence_generalLimitsNotFinitelyPresented GroupApproximation.SimpleKazhdanSofic.printedFinitelyPresentedLEFResiduallyFinite	No group in Theorem~\ref{thm:general}\textup{(b)} is finitely presented: a finitely presented LEF group is residually finite~\cite{Stepin,VershikGordon}, and an infinite simple group is not.
768ac9454e9b	733	735	The finitely presented case		sec:questions	open	GroupApproximation.Full.LVEGen.glN_eq_elementary GroupApproximation.Full.LVSuperperfect.IsSuperperfect GroupApproximation.Full.SKRoot.sec_questions GroupApproximation.Manuscript.SimpleKazhdanSofic.FPSimpleKazhdan.manuscriptSentence_binaryLeavittElementaryInfiniteSimpleKazhdan GroupApproximation.Manuscript.SimpleKazhdanSofic.LeavittK2.stabKernelThreeTrivialOfSuperperfect_of_paddedCentral GroupApproximation.Manuscript.SimpleKazhdanSofic.LeavittK2.BinaryLeavittPaddedCentralThreeStatement GroupApproximation.Manuscript.SimpleKazhdanSofic.LeavittK2.EndpointInterfaces.BinaryLeavittUnitsSuperperfectStatement GroupApproximation.Manuscript.SimpleKazhdanSofic.LeavittK2.EndpointInterfaces.BinaryLeavittStabKernelThreeTrivialStatement GroupApproximation.Manuscript.SimpleKazhdanSofic.LeavittK2.EndpointInterfaces.StabKernelThreeTrivialOfSuperperfectStatement GroupApproximation.Manuscript.SimpleKazhdanSofic.LeavittK2.EndpointInterfaces.RankFourInjectiveOfStabKernelThreeTrivialStatement	Infinite finitely presented simple Kazhdan groups exist~\cite{CapraceRemy}, and whether one of them is sofic, or at least hyperlinear, remains open.
b3fbc4494a6c	735	738	The finitely presented case		sec:questions	formalized	GroupApproximation.Full.SK14.manuscriptSentence_soficExampleNotLEF_answersAlekseevThom GroupApproximation.Full.SK14.printedSoficKazhdanExampleNotLEF GroupApproximation.Full.SK14.IsAlekseevThomExample GroupApproximation.Full.SKRoot.sec_questions GroupApproximation.SimpleKazhdanSofic.printedSoficKazhdanExampleNotLEF	A sofic example would not be LEF, and it would answer Open problem~6.1 of Alekseev and Thom~\cite{AlekseevThom}, which asks for finitely presented sofic groups with property~\textup{(T)} that are not residually finite.
5c45d7277fea	741	742	Origin and authorship			attribution		Claude (Anthropic) found the construction and original proofs under the author's direction on September~12, 2026, and wrote the manuscript.
a51fe087e1a2	743	744	Origin and authorship			attribution		Proof records are in the \href{https://github.com/SauersML/group-approximation}{project repository}.
